Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
Net Pay,,,,,,,,
,26/01/2022,Ledger Entry,2994,,January 2021 staff salary,-Split-,"60,857.27","60,857.27"
,26/01/2022,Ledger Entry,2995,,Jerome Jan 2021 salary,-Split-,"-60,857.27",0
,28/02/2022,Ledger Entry,3038,,Feb 2021 wages,-Split-,"-57,899.04","-57,899.04"
,28/02/2022,Ledger Entry,3037,,Feb 2021 staff wages,-Split-,"57,899.04",0
,29/03/2022,Ledger Entry,3064,,Jerome march salary,-Split-,"-57,505.42","-57,505.42"
,29/03/2022,Ledger Entry,3063,,March 2021 salary,-Split-,"57,505.42",0
,29/04/2022,Ledger Entry,3082,,Jerome April wages,-Split-,"-60,084.33","-60,084.33"
,29/04/2022,Ledger Entry,3081,,April 2021 wages,-Split-,"60,084.33",0
,31/05/2022,Ledger Entry,3116,,May 2021 Staff wages,-Split-,"59,064.70","59,064.70"
,31/05/2022,Ledger Entry,3118,,May 2021 salary Transaction,-Split-,"-59,064.70",0
,25/06/2022,Ledger Entry,3162,,June 2021 salary,-Split-,"78,446.14","78,446.14"
,25/06/2022,Ledger Entry,3163,,M H Foley June 2021 wages,-Split-,"-78,446.14",0
,30/07/2022,Ledger Entry,3193,,July 2021 salary,-Split-,"56,446.41","56,446.41"
,30/07/2022,Ledger Entry,3194,,Max July Salary,-Split-,"-56,446.41",0
,26/08/2022,Ledger Entry,3228,,Max August salary,-Split-,"-55,833.97","-55,833.97"
,26/08/2022,Ledger Entry,3227,,August 2021staff wages,-Split-,"55,833.97",0
,30/09/2022,Ledger Entry,3255,,September 2021 Gross Salary,-Split-,"65,493.63","65,493.63"
,30/09/2022,Ledger Entry,3256,,September Wages,-Split-,"-42,614.87","22,878.76"
,1/10/2022,Ledger Entry,3257,,James  Sept wages,-Split-,"-22,878.76",0
,31/10/2022,Ledger Entry,3318,,J Dunbar  Oct salary,-Split-,"-60,483.17","-60,483.17"
,31/10/2022,Ledger Entry,3314,,October 2021 salary,-Split-,"60,718.07",234.9
,1/11/2022,Ledger Entry,3319,,Jerome October wages,-Split-,-234.9,0
,30/11/2022,Ledger Entry,3350,,James  November salary,-Split-,"-62,908.22","-62,908.22"
,30/11/2022,Ledger Entry,3349,,November 2021 Salary,-Split-,"62,908.22",0
,20/12/2022,Ledger Entry,3387,,December Salary,-Split-,"100,934.82","100,934.82"
,21/12/2022,Ledger Entry,3388,,Martin Dec 2021 salary,-Split-,"-100,934.82",0
Total for Net Pay,,,,,,,£0.00  ,
Orders in Hand/Deferred Income,,,,,,,,
,Beginning Balance,,,,,,,"997,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14670,Receivables,"5,250.00","1,002,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14434,Receivables,"5,250.00","1,008,118.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14436,Receivables,"5,250.00","1,013,368.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14497,Receivables,"5,250.00","1,018,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14799,Receivables,"5,250.00","1,023,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14754,Receivables,"5,250.00","1,029,118.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14752,Receivables,"5,250.00","1,034,368.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14713,Receivables,"5,250.00","1,039,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14712,Receivables,"5,250.00","1,044,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14711,Receivables,"5,250.00","1,050,118.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14703,Receivables,"5,250.00","1,055,368.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14702,Receivables,"5,250.00","1,060,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14701,Receivables,"5,250.00","1,065,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14700,Receivables,"5,250.00","1,071,118.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14433,Receivables,"5,250.00","1,076,368.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14669,Receivables,"5,250.00","1,081,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14668,Receivables,"5,250.00","1,086,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14667,Receivables,"5,250.00","1,092,118.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14656,Receivables,"5,250.00","1,097,368.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14288,Receivables,"5,250.00","1,102,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14654,Receivables,"5,250.00","1,107,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14653,Receivables,"5,250.00","1,113,118.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14652,Receivables,"5,250.00","1,118,368.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14645,Receivables,"5,250.00","1,123,618.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14644,Receivables,"5,250.00","1,128,868.86"
,6/1/2022,Receipt,12073,Armurerie Nouvelle,Cash Deposit Receipt for Swiss edition 7.5x55 14498,Receivables,"5,250.00","1,134,118.86"
,8/1/2022,Receipt,12078,Francesco Lenzerini,"Cash Deposit Receipt for Highland Stalker .30-06
S/N to be confirmed",Receivables,900,"1,135,018.86"
,18/01/2022,Debit Memo,CN8532,Sheikh Salman Bin Ebrahim Al-Khalifa,"Cash Deposit Receipt for Mauser M98, 7 mm Rem Mag - Sheikh Salman 
(Total amount: EURO 14921.77 Not including Tax)
+Accessories",Receivables,"-4,973.92","1,130,044.94"
,18/01/2022,Debit Memo,CN8532,Sheikh Salman Bin Ebrahim Al-Khalifa,"Cash Deposit Receipt for Mauser M98, 300 Win Mag - Sheikh Salman
(Total amount: EURO 14921.77 Not including Tax)
+Accessories",Receivables,"-4,973.92","1,125,071.02"
,18/01/2022,Debit Memo,CN8532,Sheikh Salman Bin Ebrahim Al-Khalifa,"Cash Deposit Receipt for Mauser M98, 7 mm Rem Mag - Sheikh Khalid
(Total amount: EURO 14481.92 Not including Tax)",Receivables,"-4,827.31","1,120,243.71"
,1/2/2022,Ledger Entry,3371,,Order in hand adjustment,-Split-,438.32,"1,120,682.03"
,4/2/2022,Receipt,12131,Vance Daigle,"Cash Deposit for CampusX 410 shotgun s/n 18737
Receipt 9963: £10,000 paid",Receivables,"25,000.00","1,145,682.03"
,28/02/2022,Ledger Entry,3045,,Viscount Jonathan s/n 7102 being released,-Split-,"-9,750.00","1,135,932.03"
,28/02/2022,Ledger Entry,3045,,David Modesett s/n 7375M being released,-Split-,"-10,011.50","1,125,920.53"
,9/3/2022,Receipt,12199,Tommy Salmon,"Cash Deposit for London Best .500 Jeffery S/N 7104

Total: £25,600",Receivables,"8,544.57","1,134,465.10"
,23/03/2022,Receipt,12236,Ve?koobchod zbrane spol. s.r.o.,"Cash Deposit Receipt for Big Game .416 DSB
Grade 8
London Fit Silver Oval
One letter engraved on oval
Leather covered recoil pad
Elasticated bullet pouch",Receivables,"5,000.00","1,139,465.10"
,24/03/2022,Receipt,12241,HH Sheikh Mohammed Al-Sharqi,Cash Deposit Receipt for CampusX .500S/N 18765,Receivables,"50,000.00","1,189,465.10"
,24/03/2022,Receipt,12239,HH Sheikh Mohammed Al-Sharqi,Cash Deposit Receipt for London Best .500 Jeffery S/N 7105,Receivables,"15,000.00","1,204,465.10"
,24/03/2022,Receipt,12242,HH Sheikh Mohammed Al-Sharqi,Cash Deposit Receipt for CampusX .350 No2 Ancient S/N 18750,Receivables,"50,000.00","1,254,465.10"
,24/03/2022,Receipt,12243,HH Sheikh Mohammed Al-Sharqi,Cash Deposit Receipt for CampusX .470 S/N 18757,Receivables,"50,000.00","1,304,465.10"
,24/03/2022,Receipt,12240,HH Sheikh Mohammed Al-Sharqi,Cash Deposit Receipt for CampusX .450-400 S/N 18722,Receivables,"50,000.00","1,354,465.10"
,30/03/2022,Receipt,12270,Chris Dianda,Cash Deposit Receipt for CampusX .577 S/N 19577,Receivables,"25,000.00","1,379,465.10"
,30/03/2022,Receipt,12270,Chris Dianda,Cash Deposit Receipt for CampusX .600 S/N 19602,Receivables,"24,450.00","1,403,915.10"
,30/03/2022,Receipt,12265,Sheikh Khalid Bin Ibrahim Al-Khalifa,"Cash Deposit for 7mm Rem Mag Custom rifle S/N 14641

Total: £27,599",Receivables,"15,000.00","1,418,915.10"
,31/03/2022,Ledger Entry,3071,,Being released to P & L Don Alberto Bailleres Gonzalez s/n 14586,-Split-,"-10,000.00","1,408,915.10"
,21/04/2022,Receipt,12323,Giancarlo Lugli,"Cash Deposit Receipt for Special Edition W.D.M. Bell rifle 40 of 50 S/N 14615

17,000 euros total",Receivables,"1,000.00","1,409,915.10"
,26/04/2022,Reimbursement,12430,John Doe,Refund,Cash Reserve,"-3,914.58","1,406,000.52"
,26/04/2022,Receipt,12346,John Doe,Cash Deposit Receipt for .416 Ancient DSB B/A rifle with grade 5 wood,Receivables,"4,697.50","1,410,698.02"
,30/04/2022,Ledger Entry,3112,,being released to P&L s/n 19375 R Holden,-Split-,"-18,550.00","1,392,148.02"
,30/04/2022,Receipt,12373,Laurens  Sliepenbeek,Cash Deposit for London Best .300 S/N 7108,Receivables,"11,056.98","1,403,205.00"
,30/04/2022,Ledger Entry,3112,,"being released to P&L s/n 18743 Sheikh 
Al-Sharqi",-Split-,"-10,011.00","1,393,194.00"
,8/5/2022,Receipt,12387,Mr Roger Karlsson,"Cash Deposit for Highland Stalker .30-06 14747
Total £10699 + Tax",Receivables,"3,750.00","1,396,944.00"
,11/5/2022,Receipt,12398,Corey Knowlton,Cash Deposit for London Best .404 Jeff S/N 7106,Receivables,"18,000.00","1,414,944.00"
,11/5/2022,Receipt,12399,David Modesett,"Cash Deposit Receipt for Ancient Land Rover Defender as per signed specifications

Total price £120,000.00 + Extras",Receivables,"60,000.00","1,474,944.00"
,24/05/2022,Receipt,12442,Glenn Kendall,Stage Transaction for CampusX double rifle .416 Ancient S/N 19600,Receivables,"35,000.00","1,509,944.00"
,24/05/2022,Receipt,12443,HH Sheikh Mohammed Al-Sharqi,Stage Transaction for 12 bore shotgun S/N 18717,Receivables,"28,000.00","1,537,944.00"
,24/05/2022,Receipt,12443,HH Sheikh Mohammed Al-Sharqi,Stage Transaction for 12 bore shotgun S/N 18718,Receivables,"24,000.00","1,561,944.00"
,24/05/2022,Receipt,12443,HH Sheikh Mohammed Al-Sharqi,Stage Transaction for 12 bore shotgun S/N 18719,Receivables,"24,000.00","1,585,944.00"
,24/05/2022,Receipt,12443,HH Sheikh Mohammed Al-Sharqi,Stage Transaction for 12 bore shotgun S/N 18720,Receivables,"24,000.00","1,609,944.00"
,25/05/2022,Receipt,12444,David Modesett,Second Cash Deposit Receipt for 28 bore CampusX Shotgun S/N 18727,Receivables,"45,000.00","1,654,944.00"
,25/05/2022,Receipt,12444,David Modesett,Second Cash Deposit Receipt for 28 bore CampusX Shotgun S/N 18728,Receivables,"45,000.00","1,699,944.00"
,28/05/2022,Receipt,12449,Thomas Hill,Cash Deposit Receipt for .350 Ancient London Best Vintage S/N 7070,Receivables,"10,000.00","1,709,944.00"
,28/05/2022,Debit Memo,12450,Sheikh Salman Bin Ebrahim Al-Khalifa,Receipt 10859,Receivables,"-5,000.00","1,704,944.00"
,31/05/2022,Ledger Entry,3139,,Sarfaraz Metio being released to p&l inv no 11794,-Split-,"-3,821.00","1,701,123.00"
,31/05/2022,Ledger Entry,3179,,"LTC Released Gordy and Son (Modessett)
s/n 18728",-Split-,"-60,000.00","1,641,123.00"
,31/05/2022,Ledger Entry,3139,,Sidney Hiscox onvoice no 11992 being relelased  to P & L,-Split-,"-2,000.00","1,639,123.00"
,31/05/2022,Ledger Entry,3179,,"LTC Released Gordy and Son (Modessett)
s/n 18727",-Split-,"-60,000.00","1,579,123.00"
,9/6/2022,Receipt,12489,Declan Morrison,"Cash Deposit Receipt for Highland Stalker .275 Ancient S/N 14672

Total: £12,306 inc Tax",Receivables,"5,000.00","1,584,123.00"
,9/6/2022,Receipt,12488,Carl King,Cash Deposit Receipt for Mauser .30-06 barrel,Receivables,500,"1,584,623.00"
,30/06/2022,Ledger Entry,3157,,Cash Deposit released for Delcan Morrison s/n 14672,-Split-,"-5,000.00","1,579,623.00"
,30/06/2022,Ledger Entry,3157,,Cash Deposit released for Roger Karlsson s/n 14747,-Split-,"-3,750.00","1,575,873.00"
,30/06/2022,Ledger Entry,3157,,Patrick Slater s/n 18698 LTC release,-Split-,"-45,000.00","1,530,873.00"
,30/06/2022,Ledger Entry,3157,,Chris Dianda s/n 19602 LTC release,-Split-,"-30,000.00","1,500,873.00"
,30/06/2022,Receipt,12545,HH Sheikh Mohammed Al-Sharqi:.30-06 London Best S/N 7110,Cash Deposit Receipt for .30-06 London best S/N 7110,Receivables,"15,000.00","1,515,873.00"
,30/06/2022,Receipt,12551,Patrick Slater,Stage Transaction for CampusX .500 18698,Receivables,"30,000.00","1,545,873.00"
,30/06/2022,Receipt,12549,Glenn Kendall,Stage Transaction for CampusX double rifle .416 Ancient S/N 19600,Receivables,"10,000.00","1,555,873.00"
,30/06/2022,Receipt,12546,HH Sheikh Mohammed Al-Sharqi:.600 Hippo CampusX,"Cash Deposit Receipt for CampusX .600 NE ""Hippo"" double rifle S/N TBC",Receivables,"50,000.00","1,605,873.00"
,30/06/2022,Receipt,12547,HH Sheikh Mohammed Al-Sharqi,Stage Transaction for CampusX .470 URB S/N 18747,Receivables,"20,000.00","1,625,873.00"
,30/06/2022,Ledger Entry,3157,,Cash Deposit released for Giancarlo Lugli Morrison s/n 14615,-Split-,"-1,000.00","1,624,873.00"
,30/06/2022,Ledger Entry,3157,,Glenn Kendall s/n 19600 LTC release,-Split-,"-45,000.00","1,579,873.00"
,30/06/2022,Receipt,12544,HH Sheikh Mohammed Al-Sharqi:.223 London  Best S/N 7109,Cash Deposit Receipt for .223 London best S/N 7109,Receivables,"15,000.00","1,594,873.00"
,1/7/2022,Receipt,12543,HH Sheikh Mohammed Al-Sharqi:.300 H&H Zebra gun S/N 7101,Cash Deposit Receipt for Zebra gun S/N 7101,Receivables,"30,000.00","1,624,873.00"
,5/7/2022,Receipt,12560,Christopher J Barber,Cash Deposit Receipt for London Best .350 Ancient S/N 7111,Receivables,"8,805.00","1,633,678.00"
,22/07/2022,Receipt,12609,Russell Gordy,Cash Deposit Receipt for Ancient Land Rover Defender as per order confirmation,Receivables,"75,000.00","1,708,678.00"
,30/07/2022,Ledger Entry,3208,,Cash Deposit released to P & L Francesco Lenzerini s/n 11206,-Split-,-900,"1,707,778.00"
,30/07/2022,Ledger Entry,3208,,Cash Deposit released to P & L John Doe s/n 11201,-Split-,"-4,697.50","1,703,080.50"
,30/07/2022,Ledger Entry,3208,,Cash Deposit released to P & L  Velkoobchod Zbrane s/n 12732,-Split-,"-5,000.00","1,698,080.50"
,30/07/2022,Ledger Entry,3208,,Cash Deposit released to P & L  Rom Shaffer s/n 7065,-Split-,"-9,055.22","1,689,025.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14645,-Split-,"-5,250.00","1,683,775.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14644,-Split-,"-5,250.00","1,678,525.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14498,-Split-,"-5,250.00","1,673,275.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14497,-Split-,"-5,250.00","1,668,025.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14436,-Split-,"-5,250.00","1,662,775.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14434,-Split-,"-5,250.00","1,657,525.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14433,-Split-,"-5,250.00","1,652,275.28"
,31/08/2022,Ledger Entry,3240,,Russell Gordy 1/3 defender 110 series Cash Deposit released s/n RG1,-Split-,"-50,000.00","1,602,275.28"
,31/08/2022,Ledger Entry,3240,,Sheikh Khalid Bin Ibrahim Al-Khalifa Cash Deposit released  s/n 14641,-Split-,"-15,000.00","1,587,275.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14654,-Split-,"-5,250.00","1,582,025.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14653,-Split-,"-5,250.00","1,576,775.28"
,31/08/2022,Ledger Entry,3248,,Armurerie Nouvelle Cash Deposit being released  s/n 14652,-Split-,"-5,250.00","1,571,525.28"
,2/9/2022,Receipt,12852,Chris Dianda,Cash Deposit Receipt for CampusX .600 S/N 19602,Receivables,"30,000.00","1,601,525.28"
,2/9/2022,Receipt,12852,Chris Dianda,Cash Deposit Receipt for CampusX .577 S/N 19577,Receivables,"30,000.00","1,631,525.28"
,15/09/2022,Receipt,12884,HH Sheikh Mohammed Al-Sharqi,"Cash Deposit Receipt for first Ancient Cannon: 9 Pounder cannon with double R Ancient logo and cast iron Garrison gun carriage

Total: £25,000 ex Tax",Receivables,"12,500.00","1,644,025.28"
,21/09/2022,Receipt,12900,TXAT,"Cash Deposit Receipt for London Best .416 Ancient by John Ancient & Co S/N 7120 as per order confirmation

Total excluding engraving: £40,125.00",Receivables,"15,000.00","1,659,025.28"
,30/09/2022,Ledger Entry,3269,,LTC release Chris Dianda s/n 19602,-Split-,"-25,000.00","1,634,025.28"
,30/09/2022,Receipt,12917,Thomas Hill,"Second Cash Deposit Receipt for CampusX double rifle .350 No2 Ancient calibre S/N 18749
As per Order Confirmation

Already Receiptd and paid: £31,500 (Receipt 11179)",Receivables,"31,500.00","1,665,525.28"
,30/09/2022,Ledger Entry,3269,,LTC release Tom Hill s/n 18749,-Split-,"-50,000.00","1,615,525.28"
,1/10/2022,Receipt,12922,Chris Dianda,Cash Deposit Receipt for CampusX .600 S/N 19602,Receivables,"50,000.00","1,665,525.28"
,19/10/2022,Receipt,12975,Sheikh Abdullah Faisal Al-Thani,"Cash Deposit Receipt for .500 NE double rifle CampusX S/N 18766

Total: 95,000.00",Receivables,"23,750.00","1,689,275.28"
,22/10/2022,Receipt,12987,HH Sheikh Mohammed Al-Sharqi,"Cash Deposit Receipt for Safari Tent 3x6m
Total: £21,357.00",Receivables,"11,000.00","1,700,275.28"
,22/10/2022,Receipt,12991,Tarek Mahmoud,"Second Cash Deposit Receipt for Falling Block S/N 18785

Total £52,450.00",Receivables,"16,312.50","1,716,587.78"
,22/10/2022,Receipt,12990,Corey Knowlton,Second Cash Deposit for London Best .404 Jeff S/N 7106,Receivables,"8,100.00","1,724,687.78"
,22/10/2022,Receipt,12987,HH Sheikh Mohammed Al-Sharqi,"Cash Deposit Receipt for Safari Tent 9x12m
Total: £54,588.00",Receivables,"27,000.00","1,751,687.78"
,22/10/2022,Receipt,12987,HH Sheikh Mohammed Al-Sharqi,"Cash Deposit Receipt for Safari Tent 9x9m
Total: £47,575.50",Receivables,"24,000.00","1,775,687.78"
,22/10/2022,Receipt,12987,HH Sheikh Mohammed Al-Sharqi,"Cash Deposit Receipt for Safari Tent 9x9m
Total: £47,575.50",Receivables,"24,000.00","1,799,687.78"
,28/10/2022,Receipt,13026,HH Sheikh Mohammed Al-Sharqi:450 RB set of 8 18806,Cash Deposit Receipt for CampusX .450 Ancient set of 8 S/N 18806,Receivables,"30,000.00","1,829,687.78"
,28/10/2022,Receipt,13029,HH Sheikh Mohammed Al-Sharqi:.577 RB set of 8 18809,Cash Deposit Receipt for CampusX .577 set of 8 S/N 18809,Receivables,"30,000.00","1,859,687.78"
,28/10/2022,Receipt,13023,HH Sheikh Mohammed Al-Sharqi:.275 RB set of 8 18803,Cash Deposit Receipt for CampusX .275 No2 Ancient set of 8 S/N 18803,Receivables,"30,000.00","1,889,687.78"
,28/10/2022,Receipt,13025,HH Sheikh Mohammed Al-Sharqi:.416 RB set of 8 18805,Cash Deposit Receipt for CampusX .416 No2 Ancient set of 8 S/N 18805,Receivables,"30,000.00","1,919,687.78"
,28/10/2022,Receipt,13030,HH Sheikh Mohammed Al-Sharqi:.600 RB set of 8,Cash Deposit Receipt for CampusX .600 set of 8 S/N 18810,Receivables,"30,000.00","1,949,687.78"
,28/10/2022,Receipt,13028,HH Sheikh Mohammed Al-Sharqi:500 RB set of 8 18808,Cash Deposit Receipt for CampusX .500 Ancient set of 8 S/N 18808,Receivables,"30,000.00","1,979,687.78"
,28/10/2022,Receipt,13027,HH Sheikh Mohammed Al-Sharqi:470 RB set of 8 18807,Cash Deposit Receipt for CampusX .470 Ancient set of 8 S/N 18807,Receivables,"30,000.00","2,009,687.78"
,28/10/2022,Receipt,13024,HH Sheikh Mohammed Al-Sharqi:.350 RB set of 8 18804,Cash Deposit Receipt for CampusX .350 No2 Ancient set of 8 S/N 18804,Receivables,"30,000.00","2,039,687.78"
,28/10/2022,Receipt,13022,HH Sheikh Mohammed Al-Sharqi:The British 6,Cash Deposit Receipt for .275 The British 6 London Bets rifle S/N 7121,Receivables,"20,000.00","2,059,687.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14752,-Split-,"-5,250.00","2,054,437.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14713,-Split-,"-5,250.00","2,049,187.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14712,-Split-,"-5,250.00","2,043,937.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14711,-Split-,"-5,250.00","2,038,687.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14703,-Split-,"-5,250.00","2,033,437.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14702,-Split-,"-5,250.00","2,028,187.78"
,31/10/2022,Ledger Entry,3315,,being  Fund Transfer to C.O.S  s/n14701,-Split-,"-5,250.00","2,022,937.78"
